ticker,cap_tier,feature,state,mu,sigma,occupancy_pct,sort_by
ANF,mid,rolling volatility,0,0.02316108345136265,0.005646211372837527,66.2478082992402,sigma
ANF,mid,rolling volatility,1,0.04598661440198896,0.012913176966694046,33.75219170075979,sigma
ANF,mid,absolute return,0,0.016142090594548658,0.011845221811696227,89.45061367621274,sigma
ANF,mid,absolute return,1,0.06292093368411955,0.04563000222957733,10.549386323787258,sigma
ANF,mid,20-day return,0,-0.08983309806763083,0.1003455201680668,52.1917007597896,mean
ANF,mid,20-day return,1,0.13905518239794823,0.11197898457498064,47.8082992402104,mean
ANF,mid,60-day return,0,-0.12073543848296747,0.15225046334795939,63.64699006428989,mean
ANF,mid,60-day return,1,0.34492924509301737,0.18831563567551385,36.35300993571011,mean
ANF,mid,100-day return,0,-0.19918583230032258,0.154394664875666,56.37054354178843,mean
ANF,mid,100-day return,1,0.46064398224068653,0.3400129118809703,43.62945645821157,mean
RRGB,mid,daily return,0,6.594824181281204e-05,0.01971785420254494,83.45996493278784,sigma
RRGB,mid,daily return,1,0.002574440962432792,0.07390600152660969,16.540035067212155,sigma
RRGB,mid,rolling volatility,0,0.019183135222372426,0.005456131089248372,58.97136177673875,sigma
RRGB,mid,rolling volatility,1,0.046512087775463104,0.02168079074201761,41.02863822326125,sigma
RRGB,mid,absolute return,0,0.014694303687518496,0.011482806324208297,86.82057276446523,sigma
RRGB,mid,absolute return,1,0.06338265874194743,0.05120304365059705,13.179427235534774,sigma
RRGB,mid,20-day return,0,0.005170496843054585,0.07364190789543937,68.64406779661016,mean
RRGB,mid,20-day return,1,0.01913208604842215,0.25833414559711304,31.35593220338983,mean
RRGB,mid,60-day return,0,-0.0988155990671535,0.1253386698908007,62.390414962010524,mean
RRGB,mid,60-day return,1,0.22522975275573068,0.353387453559384,37.609585037989476,mean
RRGB,mid,100-day return,0,-0.1321127368859751,0.20426908025822663,75.27761542957336,mean
RRGB,mid,100-day return,1,0.5720759473181961,0.37498974049505424,24.72238457042665,mean
GT,mid,daily return,0,0.0005797548258407735,0.018108215303975116,82.78784336645236,sigma
GT,mid,daily return,1,0.00019468792547148428,0.05013116257524909,17.212156633547632,sigma
GT,mid,rolling volatility,0,0.01939314405869951,0.005818200423155918,76.12507305669199,sigma
GT,mid,rolling volatility,1,0.041350843783293914,0.013430995372995051,23.874926943308004,sigma
