ticker,cap_tier,group,step_n_features,feature_combo,state,feature_index,feature_name,mu,sigma,occupancy_pct
BB,small,bb,2,20-day return + 60-day return,1,0,20-day return,0.09587571534051102,0.3353057948612012,26.827537260468414
BB,small,bb,2,20-day return + 60-day return,1,1,60-day return,0.36132656265447877,0.45640436383939725,26.827537260468414
BB,small,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.03166503947755998,0.1420691461055211,73.31440738112136
BB,small,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.08970566428795372,0.18681955407208567,73.31440738112136
BB,small,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.18384321425380534,0.12875829210749865,73.31440738112136
BB,small,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.10027265488284524,0.3230865692166914,26.68559261887864
BB,small,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.2206736671454989,0.5259198047778898,26.68559261887864
BB,small,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.4281484148607389,0.49152810950292963,26.68559261887864
GRMN,small,vol,1,daily return,0,0,daily return,0.00045227756440706086,0.03997612840514965,21.597949156163214
GRMN,small,vol,1,daily return,1,0,daily return,0.0008593887470214302,0.01303509422867061,78.40205084383679
GRMN,small,vol,2,daily return + rolling volatility,0,0,daily return,0.00042939585890463687,0.03406173385239891,32.17261268959624
GRMN,small,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.031132403893733483,0.010742529410620127,32.17261268959624
GRMN,small,vol,2,daily return + rolling volatility,1,0,daily return,0.0009219351184812991,0.014075875369313547,67.82738731040376
GRMN,small,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.013579023085346793,0.004263719277676179,67.82738731040376
GRMN,small,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.014834133925787106,0.017275545008675296,47.27622302926725
GRMN,small,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.01959260290136373,0.010877158745121351,47.27622302926725
GRMN,small,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.014834133955892137,0.017275544982824763,47.27622302926725
GRMN,small,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.014747931923300034,0.01687266985592416,52.72377697073275
GRMN,small,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.018953741850425036,0.01075681728685194,52.72377697073275
GRMN,small,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.014747931923300034,0.01687266985592416,52.72377697073275
GRMN,small,bb,1,20-day return,0,0,20-day return,-0.06978069703537226,0.051713965036048484,27.82114975159688
GRMN,small,bb,1,20-day return,1,0,20-day return,0.04877591767381537,0.05207866804842636,72.17885024840312
GRMN,small,bb,2,20-day return + 60-day return,0,0,20-day return,-0.0324463196079683,0.08021262056838152,29.595457771469125
GRMN,small,bb,2,20-day return + 60-day return,0,1,60-day return,-0.12313335036119687,0.06593617931072893,29.595457771469125
GRMN,small,bb,2,20-day return + 60-day return,1,0,20-day return,0.035610457793971394,0.06162086852125582,70.40454222853087
GRMN,small,bb,2,20-day return + 60-day return,1,1,60-day return,0.11513875969829973,0.09614426646267739,70.40454222853087
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.03159012751933685,0.08741829964514651,22.07239176721079
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.13681575804027554,0.06756609229804082,22.07239176721079
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.1837071986840846,0.06451482661138028,22.07239176721079
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.028830628602924017,0.0643647235754268,77.92760823278921
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.09608744039615127,0.10917982976284055,77.92760823278921
GRMN,small,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.14103075977774912,0.11550078815764467,77.92760823278921
PLUG,small,vol,1,daily return,0,0,daily return,-0.0025527071835139666,0.03295160675004849,83.97778252510147
PLUG,small,vol,1,daily return,1,0,daily return,0.016383413045383585,0.11362850722525882,16.022217474898525
PLUG,small,vol,2,daily return + rolling volatility,0,0,daily return,-0.0013275272510710197,0.03718089483766286,73.83037812433241
PLUG,small,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.035697975171270144,0.01105067610494257,73.83037812433241
PLUG,small,vol,2,daily return + rolling volatility,1,0,daily return,0.007697430897234005,0.09446274482470052,26.16962187566759
PLUG,small,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.08367261614255508,0.035955242047598875,26.16962187566759
PLUG,small,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.03566717302998665,0.036656823092005,49.86114078188421
PLUG,small,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.04785066581610726,0.029613501531094145,49.86114078188421
PLUG,small,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.035667173040704755,0.03665682308157626,49.86114078188421
PLUG,small,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.037624362014204424,0.052791977399361735,50.13885921811578
PLUG,small,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.049141332132714204,0.029858645368928093,50.13885921811578
PLUG,small,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.037624362014204424,0.052791977399361735,50.13885921811578
PLUG,small,bb,1,20-day return,0,0,20-day return,-0.11288576469835493,0.13441654687568888,62.52661462029808
PLUG,small,bb,1,20-day return,1,0,20-day return,0.31485573006732587,0.24297195307003094,37.47338537970192
PLUG,small,bb,2,20-day return + 60-day return,0,0,20-day return,-0.03665105672614196,0.18426585519535327,64.37189496096522
PLUG,small,bb,2,20-day return + 60-day return,0,1,60-day return,-0.16745611086792317,0.21687044696156807,64.37189496096522
PLUG,small,bb,2,20-day return + 60-day return,1,0,20-day return,0.1932400317342264,0.34413541706439454,35.62810503903477
PLUG,small,bb,2,20-day return + 60-day return,1,1,60-day return,0.7844759676564724,0.6497407396629997,35.62810503903477
PLUG,small,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.03651733753308995,0.19090016311793467,69.90773598296664
PLUG,small,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.1269683394643615,0.24597727026338162,69.90773598296664
PLUG,small,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.14721922383475866,0.24419639053321088,69.90773598296664
