ticker,cap_tier,group,step_n_features,feature_combo,state,feature_index,feature_name,mu,sigma,occupancy_pct
VZ,large,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.011335829872493614,0.0064884641452417555,47.55394146549882
VZ,large,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.009254664964165866,0.009421525680027062,47.55394146549882
VZ,large,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.008744176560776177,0.00979149704426958,52.44605853450117
VZ,large,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.011243402803719785,0.0060382725676243545,52.44605853450117
VZ,large,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.008765464962500469,0.009772444018010239,52.44605853450117
VZ,large,bb,1,20-day return,0,0,20-day return,-0.030910747643191665,0.03306194128489488,58.19730305180979
VZ,large,bb,1,20-day return,1,0,20-day return,0.046442177203578766,0.034125914457070784,41.8026969481902
VZ,large,bb,2,20-day return + 60-day return,0,0,20-day return,-0.016788437649771074,0.048479937192789514,55.07452093683464
VZ,large,bb,2,20-day return + 60-day return,0,1,60-day return,-0.04978312318856743,0.05281387306163615,55.07452093683464
VZ,large,bb,2,20-day return + 60-day return,1,0,20-day return,0.024204475090278867,0.04407581471242185,44.92547906316536
VZ,large,bb,2,20-day return + 60-day return,1,1,60-day return,0.06443211453247537,0.04336964551288881,44.92547906316536
VZ,large,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.016163343778023972,0.0482581812040406,56.35202271114266
VZ,large,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.04790809155808846,0.05302300650724372,56.35202271114266
VZ,large,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.04839458939105283,0.07913428274519757,56.35202271114266
VZ,large,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.025129451540528334,0.04413303392525119,43.64797728885735
VZ,large,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.06683456219071654,0.04253316521616465,43.64797728885735
VZ,large,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.06056761924397014,0.07175245578404144,43.64797728885735
NEE,large,vol,1,daily return,0,0,daily return,-0.000659664452567879,0.03157932461854875,13.287759025849176
NEE,large,vol,1,daily return,1,0,daily return,0.0008257594013297177,0.010125658284753302,86.71224097415082
NEE,large,vol,2,daily return + rolling volatility,0,0,daily return,-6.00892907497486e-05,0.027577424381813695,18.500320444349498
NEE,large,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.02376968217516821,0.012366827617897164,18.500320444349498
